ts,src,bytes,service
1749484957.156002,10.1.0.21,19,0.0001
1749484973.646546,10.1.0.21,19,0.0000
1749484991.894273,10.1.0.21,19,0.0001
1749485009.086234,10.1.0.21,19,0.0001
1749485026.668940,10.1.0.21,19,0.0001
1749485044.894897,10.1.0.21,19,0.0001
1749485060.354592,10.1.0.21,19,0.0001
1749485075.403167,10.1.0.21,19,0.0000
1749485091.508876,10.1.0.21,19,0.0000
1749485106.089972,10.1.0.21,19,0.0000
1749485122.110829,10.1.0.21,19,0.0001
1749485137.007781,10.1.0.21,19,0.0001
1749485152.501420,10.1.0.21,19,0.0001
1749485167.976883,10.1.0.21,19,0.0000
1749485184.391932,10.1.0.21,19,0.0000
1749485200.712443,10.1.0.21,19,0.0000
1749485214.921474,10.1.0.21,19,0.0001
1749485228.315094,10.1.0.21,19,0.0000
1749485241.052307,10.1.0.21,19,0.0000
1749485253.733166,10.1.0.21,19,0.0001
1749485266.372808,10.1.0.21,19,0.0001
1749485279.524639,10.1.0.21,19,0.0000
1749485292.485491,10.1.0.21,19,0.0001
1749485305.531351,10.1.0.21,19,0.0000
1749485318.903105,10.1.0.21,19,0.0001
1749485332.280930,10.1.0.21,19,0.0001
1749485344.288804,10.1.0.21,19,0.0001
1749485355.936513,10.1.0.21,19,0.0001
1749485367.490499,10.1.0.21,19,0.0001
1749485379.035159,10.1.0.21,19,0.0000
1749485391.333948,10.1.0.21,19,0.0000
1749485403.038155,10.1.0.21,19,0.0001
1749485415.078667,10.1.0.21,19,0.0001
1749485427.397647,10.1.0.21,19,0.0001
1749485438.931233,10.1.0.21,19,0.0000
1749485450.576367,10.1.0.21,19,0.0001
1749485461.403365,10.1.0.21,19,0.0001
1749485473.035010,10.1.0.21,19,0.0001
1749485484.220382,10.1.0.21,19,0.0001
1749485495.079058,10.1.0.21,19,0.0001
1749485506.210800,10.1.0.21,19,0.0001
1749485517.541409,10.1.0.21,19,0.0001
1749485528.993050,10.1.0.21,19,0.0000
1749485540.273290,10.1.0.21,19,0.0001
1749485551.859231,10.1.0.21,19,0.0001
1749485563.199784,10.1.0.21,19,0.0001
1749485581.996670,10.1.0.21,19,0.0000
1749485599.924507,10.1.0.21,19,0.0001
1749485618.102944,10.1.0.21,19,0.0001
1749485635.307398,10.1.0.21,19,0.0001
1749485653.208834,10.1.0.21,19,0.0001
1749485670.376853,10.1.0.21,19,0.0001
1749485688.854030,10.1.0.21,19,0.0001
1749485706.329073,10.1.0.21,19,0.0000
1749485723.896753,10.1.0.21,19,0.0000
1749485741.366164,10.1.0.21,19,0.0001
1749485757.471262,10.1.0.21,19,0.0001
1749485772.765954,10.1.0.21,19,0.0000
1749485786.827111,10.1.0.21,19,0.0001
1749485801.018431,10.1.0.21,19,0.0001
1749485816.158481,10.1.0.21,19,0.0001
1749485830.348885,10.1.0.21,19,0.0000
1749485845.271869,10.1.0.21,19,0.0000
1749485859.824760,10.1.0.21,19,0.0000
1749485874.148858,10.1.0.21,19,0.0000
1749485888.552530,10.1.0.21,19,0.0001
1749485902.310430,10.1.0.21,19,0.0001
1749485916.165431,10.1.0.21,19,0.0001
1749485929.515291,10.1.0.21,19,0.0001
1749485942.583855,10.1.0.21,19,0.0001
1749485955.292397,10.1.0.21,19,0.0001
1749485968.399505,10.1.0.21,19,0.0000
1749485982.900143,10.1.0.21,19,0.0001
1749485996.322229,10.1.0.21,19,0.0000
1749486010.116780,10.1.0.21,19,0.0000
1749486023.346777,10.1.0.21,19,0.0000
1749486044.825455,10.1.0.21,19,0.0001
1749486067.795177,10.1.0.21,19,0.0000
1749486089.088112,10.1.0.21,19,0.0001
1749486112.156602,10.1.0.21,19,0.0001
1749486134.651112,10.1.0.21,19,0.0000
1749486156.553120,10.1.0.21,19,0.0000
1749486178.153925,10.1.0.21,19,0.0001
1749486200.941621,10.1.0.21,19,0.0001
1749486223.288133,10.1.0.21,19,0.0001
1749486244.573831,10.1.0.21,19,0.0000
1749486262.719774,10.1.0.21,19,0.0001
1749486279.930882,10.1.0.21,19,0.0000
1749486298.214755,10.1.0.21,19,0.0001
1749486316.199003,10.1.0.21,19,0.0001
1749486334.025994,10.1.0.21,19,0.0001
1749486352.561491,10.1.0.21,19,0.0000
1749486370.281822,10.1.0.21,19,0.0000
1749486387.439016,10.1.0.21,19,0.0001
1749486405.330556,10.1.0.21,19,0.0000
1749486423.220539,10.1.0.21,19,0.0000
1749486439.145414,10.1.0.21,19,0.0001
1749486454.500208,10.1.0.21,19,0.0000
1749486470.033988,10.1.0.21,19,0.0001
1749486486.036985,10.1.0.21,19,0.0000
1749486501.127613,10.1.0.21,19,0.0001
1749486516.244373,10.1.0.21,19,0.0001
1749486532.626039,10.1.0.21,19,0.0001
1749486548.842833,10.1.0.21,19,0.0000
1749486564.547897,10.1.0.21,19,0.0001
1749486580.285456,10.1.0.21,19,0.0001
1749486596.159432,10.1.0.21,19,0.0000
1749486612.184918,10.1.0.21,19,0.0001
1749486628.492012,10.1.0.21,19,0.0000
1749486644.455453,10.1.0.21,19,0.0000
1749486660.780449,10.1.0.21,19,0.0000
1749486677.216069,10.1.0.21,19,0.0000
1749486693.488235,10.1.0.21,19,0.0001
1749486709.417882,10.1.0.21,19,0.0001
1749486725.370809,10.1.0.21,19,0.0001
1749486741.379608,10.1.0.21,19,0.0001
1749486755.528416,10.1.0.21,19,0.0001
1749486769.263815,10.1.0.21,19,0.0000
1749486783.095807,10.1.0.21,19,0.0000
1749486796.821525,10.1.0.21,19,0.0001
1749486810.634505,10.1.0.21,19,0.0001
1749486824.351045,10.1.0.21,19,0.0001
1749486838.314981,10.1.0.21,19,0.0001
1749486852.015273,10.1.0.21,19,0.0001
1749486865.819769,10.1.0.21,19,0.0000
1749486879.252056,10.1.0.21,19,0.0001
1749486891.560486,10.1.0.21,19,0.0001
1749486903.946162,10.1.0.21,19,0.0001
1749486916.130548,10.1.0.21,19,0.0000
1749486928.414811,10.1.0.21,19,0.0000
1749486941.471296,10.1.0.21,19,0.0000
1749486953.812352,10.1.0.21,19,0.0000
1749486966.190303,10.1.0.21,19,0.0000
1749486978.452671,10.1.0.21,19,0.0000
1749486991.092698,10.1.0.21,19,0.0001
1749487003.711305,10.1.0.21,19,0.0001
1749487026.652270,10.1.0.21,19,0.0000
1749487049.934788,10.1.0.21,19,0.0001
1749487073.793737,10.1.0.21,19,0.0001
1749487097.381705,10.1.0.21,19,0.0000
1749487120.684244,10.1.0.21,19,0.0000
1749487143.675591,10.1.0.21,19,0.0001
1749487166.936109,10.1.0.21,19,0.0001
1749487189.896638,10.1.0.21,19,0.0001
1749487213.229295,10.1.0.21,19,0.0001
1749487236.877408,10.1.0.21,19,0.0001
1749487255.351696,10.1.0.21,19,0.0001
1749487274.032077,10.1.0.21,19,0.0000
1749487292.934101,10.1.0.21,19,0.0001
1749487311.457007,10.1.0.21,19,0.0001
1749487329.921356,10.1.0.21,19,0.0000
1749487348.398175,10.1.0.21,19,0.0000
1749487367.006130,10.1.0.21,19,0.0000
1749487385.634019,10.1.0.21,19,0.0001
1749487404.488882,10.1.0.21,19,0.0000
1749487423.349435,10.1.0.21,19,0.0001
1749487439.427347,10.1.0.21,19,0.0001
1749487454.995528,10.1.0.21,19,0.0001
1749487471.075660,10.1.0.21,19,0.0001
1749487487.072193,10.1.0.21,19,0.0001
1749487503.131245,10.1.0.21,19,0.0000
1749487519.240090,10.1.0.21,19,0.0001
1749487535.509789,10.1.0.21,19,0.0000
1749487551.082328,10.1.0.21,19,0.0001
1749487567.295525,10.1.0.21,19,0.0000
1749487583.368017,10.1.0.21,19,0.0001
1749487614.335325,10.1.0.21,19,0.0000
1749487645.059987,10.1.0.21,19,0.0000
1749487675.719984,10.1.0.21,19,0.0001
1749487706.021595,10.1.0.21,19,0.0001
1749487736.898693,10.1.0.21,19,0.0001
1749487767.493514,10.1.0.21,19,0.0001
1749487797.863036,10.1.0.21,19,0.0001
1749487828.839531,10.1.0.21,19,0.0000
1749487859.449349,10.1.0.21,19,0.0000
1749487889.950013,10.1.0.21,19,0.0001
1749487913.263291,10.1.0.21,19,0.0000
1749487936.671227,10.1.0.21,19,0.0001
1749487959.716359,10.1.0.21,19,0.0001
1749487982.559964,10.1.0.21,19,0.0001
1749488006.097274,10.1.0.21,19,0.0000
1749488029.277114,10.1.0.21,19,0.0001
1749488052.283642,10.1.0.21,19,0.0001
1749488075.630548,10.1.0.21,19,0.0000
1749488099.093588,10.1.0.21,19,0.0001
1749488121.826514,10.1.0.21,19,0.0001
1749488141.493189,10.1.0.21,19,0.0000
1749488161.217272,10.1.0.21,19,0.0001
1749488180.882175,10.1.0.21,19,0.0001
1749488200.598498,10.1.0.21,19,0.0000
1749488220.137397,10.1.0.21,19,0.0001
1749488239.522927,10.1.0.21,19,0.0001
1749488259.119566,10.1.0.21,19,0.0001
1749488278.727852,10.1.0.21,19,0.0001
1749488298.752252,10.1.0.21,19,0.0000
